Time,Load
20240123 10:00,35566.33
20240123 10:30,33971.77
20240123 11:00,32439.5
20240123 11:30,34946.9
20240123 12:00,33082.87
20240123 12:30,31409.22
20240123 13:00,28708.17
20240123 13:30,27681.91
20240123 14:00,25000.36
20240123 14:30,23061.1
20240123 15:00,24191.9
20240123 15:30,27576.04
20240123 16:00,33184.25
20240123 16:30,39153.11
20240123 17:00,46468.24
20240123 17:30,51618.32
20240123 18:00,56566.48
20240123 18:30,60314
20240123 19:00,63072.38
20240123 19:30,65193.92
20240123 20:00,67592.07
20240123 20:30,69674.13
20240123 21:00,71361.22
20240123 21:30,71063.4
20240123 22:00,69788.4
20240123 22:30,67724.8
20240123 23:00,78984.89
20240123 23:30,79570.74
20240124 00:00,78268.27
20240124 00:30,75049.78
20240124 01:00,84409.67
20240124 01:30,86759.85
20240124 02:00,88539.02
20240124 02:30,89489.17
20240124 03:00,90127.14
20240124 03:30,88997.9
20240124 04:00,88102.63
20240124 04:30,85974.34
20240124 05:00,83720.03
20240124 05:30,81650.94
20240124 06:00,79695.07
20240124 06:30,80635.28
20240124 07:00,67017.54
20240124 07:30,56199.45
20240124 08:00,48101.77
20240124 08:30,45188.28
20240124 09:00,44674.26
20240124 09:30,43279.79
20240124 10:00,40903.54
20240124 10:30,40615.79
20240124 11:00,38727.72
20240124 11:30,38651.76
20240124 12:00,37676.99
20240124 12:30,37294.61
20240124 13:00,35725.76
20240124 13:30,33605.08
20240124 14:00,33090.79
20240124 14:30,33788.93
20240124 15:00,36205.88
20240124 15:30,40215.12
20240124 16:00,44316.84
20240124 16:30,52225.29
20240124 17:00,62953.73
20240124 17:30,70251.67
20240124 18:00,76753.18
20240124 18:30,82042.74
20240124 19:00,85929.6
20240124 19:30,88875.69
20240124 20:00,91540.55
20240124 20:30,93945.71
20240124 21:00,95586.79
20240124 21:30,94891.52
20240124 22:00,93107.69
20240124 22:30,89825.91
20240124 23:00,102014.39
20240124 23:30,103232.24
20240125 00:00,102155.69
20240125 00:30,98983.77
20240125 01:00,107863.84
20240125 01:30,107864.45
20240125 02:00,107615.02
20240125 02:30,105945.11
20240125 03:00,103671.23
20240125 03:30,100308.99
20240125 04:00,97482.16
20240125 04:30,94337.43
20240125 05:00,92505.38
20240125 05:30,92499.73
20240125 06:00,92732.72
20240125 06:30,96130.73
20240125 07:00,82598.96
20240125 07:30,70116.45
20240125 08:00,59437.6
20240125 08:30,54075.75
20240125 09:00,51091.49
20240125 09:30,48664.64
20240125 10:00,46590.44
20240125 10:30,44941.02
20240125 11:00,42813.27
20240125 11:30,40978.02
20240125 12:00,38518.94
20240125 12:30,35513.18
20240125 13:00,32734.53
20240125 13:30,29933.02
20240125 14:00,27504.45
20240125 14:30,25531.04
20240125 15:00,24777.4
20240125 15:30,27045.96
20240125 16:00,34542.97
20240125 16:30,45751.19
20240125 17:00,56442.08
20240125 17:30,63966.81
20240125 18:00,70565.14
20240125 18:30,76000.13
20240125 19:00,80320.5
20240125 19:30,83701.32
20240125 20:00,87240.23
20240125 20:30,90043.25
20240125 21:00,91837.64
20240125 21:30,91760.61
20240125 22:00,89953.32
20240125 22:30,86913.08
20240125 23:00,99110.16
20240125 23:30,100326.12
20240126 00:00,99257.06
20240126 00:30,96005.5
20240126 01:00,104728.28
20240126 01:30,104426.76
20240126 02:00,103763.1
20240126 02:30,101874.11
20240126 03:00,99969.05
20240126 03:30,96664.02
20240126 04:00,93790.75
20240126 04:30,90505.77
20240126 05:00,88380.18
20240126 05:30,88199.01
20240126 06:00,88657.49
20240126 06:30,91855.68
20240126 07:00,78157.35
20240126 07:30,66415.25
20240126 08:00,56624.67
20240126 08:30,51650.64
20240126 09:00,49329.45
20240126 09:30,47222.81
20240126 10:00,45452.03
20240126 10:30,43413.11
20240126 11:00,41275.37
20240126 11:30,39390.41
20240126 12:00,37481.4
20240126 12:30,33760.25
20240126 13:00,31298.17
20240126 13:30,28541.61
20240126 14:00,26039.24
20240126 14:30,23589.74
20240126 15:00,22778.88
20240126 15:30,24580.77
20240126 16:00,31528.43
20240126 16:30,42252.31
20240126 17:00,52216.03
20240126 17:30,58663.6
20240126 18:00,64521.01
20240126 18:30,69117.16
20240126 19:00,72692.44
20240126 19:30,75555.59
20240126 20:00,78432.78
20240126 20:30,81284.88
20240126 21:00,83211.89
20240126 21:30,83552.73
20240126 22:00,82660.39
20240126 22:30,80865.81
20240126 23:00,93266.88
20240126 23:30,94881.31
20240127 00:00,94128.53
20240127 00:30,91000.6
20240127 01:00,99298.5
20240127 01:30,98563
20240127 02:00,97629.16
20240127 02:30,95715.37
20240127 03:00,93814.19
20240127 03:30,90393.52
20240127 04:00,87140.81
20240127 04:30,82990.42
20240127 05:00,78258.97
20240127 05:30,73838.56
20240127 06:00,70294.89
20240127 06:30,70921.94
20240127 07:00,60501.89
20240127 07:30,54903.42
20240127 08:00,52379.88
20240127 08:30,51877.22
20240127 09:00,52220.26
20240127 09:30,51840.03
20240127 10:00,50659.39
20240127 10:30,49168.67
20240127 11:00,47300.37
20240127 11:30,45680.59
20240127 12:00,43380.91
20240127 12:30,40324.64
20240127 13:00,37430.16
20240127 13:30,34793.75
20240127 14:00,30393.21
20240127 14:30,27470.11
20240127 15:00,25640.61
20240127 15:30,27078.77
20240127 16:00,32688.99
20240127 16:30,41700.57
20240127 17:00,50435.31
20240127 17:30,56521.52
20240127 18:00,61138.59
20240127 18:30,64734.1
20240127 19:00,67154.66
20240127 19:30,69341.47
20240127 20:00,71769.44
20240127 20:30,74282.39
20240127 21:00,76533.03
20240127 21:30,76987.21
20240127 22:00,76263.04
20240127 22:30,74667.18
20240127 23:00,87506.86
20240127 23:30,89354.58
20240128 00:00,89353.21
20240128 00:30,86933.1
20240128 01:00,96435.71
20240128 01:30,97463.39
20240128 02:00,98032.81
20240128 02:30,97184.12
20240128 03:00,95753.82
20240128 03:30,92703.04
20240128 04:00,89033.82
20240128 04:30,83996.36
20240128 05:00,78082.55
20240128 05:30,72353.67
20240128 06:00,66657.38
20240128 06:30,65786.17
20240128 07:00,58801.82
20240128 07:30,59642.13
20240128 08:00,60360.33
20240128 08:30,60621.52
20240128 09:00,61946.81
20240128 09:30,59358.01
20240128 10:00,56947.06
20240128 10:30,55603.96
20240128 11:00,55467.44
20240128 11:30,52897.2
20240128 12:00,50758.73
20240128 12:30,49444.29
20240128 13:00,49481.12
20240128 13:30,45429.47
20240128 14:00,41966.14
20240128 14:30,41961.88
20240128 15:00,42035.26
20240128 15:30,42372.74
20240128 16:00,43605.82
20240128 16:30,53075.74
20240128 17:00,63517.45
20240128 17:30,70489.98
20240128 18:00,75329.38
20240128 18:30,78431.98
20240128 19:00,80130.65
20240128 19:30,81998.37
20240128 20:00,83603.56
20240128 20:30,84984.85
20240128 21:00,85908.29
20240128 21:30,84454.86
20240128 22:00,82195.04
20240128 22:30,78737.25
20240128 23:00,89962.46
20240128 23:30,91034.64
20240129 00:00,90399.13
20240129 00:30,87847.66
20240129 01:00,97491.83
20240129 01:30,98235.2
20240129 02:00,98523.61
20240129 02:30,97607
20240129 03:00,96171.75
20240129 03:30,93492.03
20240129 04:00,91206.75
20240129 04:30,88242.33
20240129 05:00,85718.5
20240129 05:30,84428.84
20240129 06:00,83571.32
20240129 06:30,85624.61
20240129 07:00,71367.03
20240129 07:30,60305.35
20240129 08:00,51715.58
20240129 08:30,47943.73
20240129 09:00,46709.99
20240129 09:30,45169.62
20240129 10:00,43853.15
20240129 10:30,42324.66
20240129 11:00,40381.17
20240129 11:30,38475.6
20240129 12:00,35923.05
20240129 12:30,33065.26
20240129 13:00,30235.73
20240129 13:30,27731.28
20240129 14:00,25190.34
20240129 14:30,23057.44
20240129 15:00,22395.35
20240129 15:30,23770.1
20240129 16:00,29298.7
20240129 16:30,38865.33
20240129 17:00,48681.98
20240129 17:30,55500.8
20240129 18:00,61026.63
20240129 18:30,65885.04
20240129 19:00,69250.58
20240129 19:30,71893.9
20240129 20:00,74405.12
20240129 20:30,76585.09
20240129 21:00,77746.24
20240129 21:30,77004.68
20240129 22:00,75431.35
20240129 22:30,72548.57
20240129 23:00,83055.55
20240129 23:30,83590.67
20240130 00:00,82583.9
20240130 00:30,79847.76
20240130 01:00,88888.64
20240130 01:30,90372.02
20240130 02:00,91428.96
20240130 02:30,91138.48
20240130 03:00,90756.82
20240130 03:30,88961.34
20240130 04:00,87638
20240130 04:30,85453.67
20240130 05:00,83246.24
20240130 05:30,81631.78
20240130 06:00,80338.55
20240130 06:30,81452.31
20240130 07:00,67495.78
20240130 07:30,56950.17
20240130 08:00,48748.12
20240130 08:30,45000.38
20240130 09:00,44492.61
20240130 09:30,42988.39
20240130 10:00,41416.7
20240130 10:30,40069.54
20240130 11:00,38436.53
20240130 11:30,36470.5
20240130 12:00,34060.05
20240130 12:30,30577.16
20240130 13:00,28010.9
20240130 13:30,25874.14
20240130 14:00,22960.55
20240130 14:30,21474.06
20240130 15:00,20443.94
20240130 15:30,21525.44
20240130 16:00,27576.41
20240130 16:30,36770.44
20240130 17:00,45616.02
20240130 17:30,51762.36
20240130 18:00,57094.7
20240130 18:30,61574.7
20240130 19:00,64765.45
20240130 19:30,67551.05
20240130 20:00,70210.58
20240130 20:30,72774.92
20240130 21:00,74635.96
20240130 21:30,74568.43
20240130 22:00,73650.02
20240130 22:30,71726.66
20240130 23:00,83399.79
20240130 23:30,84489.86
20240131 00:00,83628.29
20240131 00:30,80822.46
20240131 01:00,90343.57
20240131 01:30,91556.17
20240131 02:00,92499.27
20240131 02:30,92166.21
20240131 03:00,91484.13
20240131 03:30,89428.45
20240131 04:00,87902.72
20240131 04:30,85389.07
20240131 05:00,83070.16
20240131 05:30,81351.66
20240131 06:00,79973.02
20240131 06:30,81209.74
20240131 07:00,67455.24
20240131 07:30,58076.97
20240131 08:00,49336.04
20240131 08:30,45592.41
20240131 09:00,44391.04
20240131 09:30,42784.44
20240131 10:00,41571.15
20240131 10:30,39817.91
20240131 11:00,37764.24
20240131 11:30,35688.31
20240131 12:00,33788.59
20240131 12:30,30664.5
20240131 13:00,27716.31
20240131 13:30,25560.66
20240131 14:00,23558.98
20240131 14:30,21361.34
20240131 15:00,20650.35
20240131 15:30,21748.27
20240131 16:00,26108.03
20240131 16:30,34162.15
20240131 17:00,42879.52
20240131 17:30,48498.1
20240131 18:00,52953.81
20240131 18:30,56494.1
20240131 19:00,58983.89
20240131 19:30,60621.32
20240131 20:00,62705.09
20240131 20:30,64096.36
20240131 21:00,65189.38
20240131 21:30,64604.02
20240131 22:00,63413.05
20240131 22:30,61656.24
20240131 23:00,72942.69
20240131 23:30,73269.6
20240201 00:00,72740.71
20240201 00:30,68992.19
20240201 01:00,77250.54
20240201 01:30,78337.1
20240201 02:00,79088.95
20240201 02:30,79679.71
20240201 03:00,80241.7
20240201 03:30,79531.42
20240201 04:00,79338.42
20240201 04:30,78344.01
20240201 05:00,76300.36
20240201 05:30,74201.56
20240201 06:00,70618.74
20240201 06:30,68727.04
20240201 07:00,53881.33
20240201 07:30,44680.37
20240201 08:00,39307.51
20240201 08:30,38014.13
20240201 09:00,38782.2
20240201 09:30,38821.06
20240201 10:00,38717.86
20240201 10:30,34858.2
20240201 11:00,32626.7
20240201 11:30,31897.8
20240201 12:00,30771.06
20240201 12:30,28916.33
20240201 13:00,29149.15
20240201 13:30,27220.98
20240201 14:00,24932.93
20240201 14:30,24455.94
20240201 15:00,24595.34
20240201 15:30,24666.25
20240201 16:00,28078.41
20240201 16:30,36764.18
20240201 17:00,45714.34
20240201 17:30,52311.41
20240201 18:00,57989.39
20240201 18:30,62504.89
20240201 19:00,66036.51
20240201 19:30,68732.16
20240201 20:00,71779.39
20240201 20:30,74121.53
20240201 21:00,75994.54
20240201 21:30,75949.56
20240201 22:00,75167.64
20240201 22:30,72973.51
20240201 23:00,84670.1
20240201 23:30,85559.11
20240202 00:00,84489.49
20240202 00:30,81022.23
20240202 01:00,89531.79
20240202 01:30,90523.02
20240202 02:00,91508.73
20240202 02:30,91269.73
20240202 03:00,90457
20240202 03:30,88196.26
20240202 04:00,86182.11
20240202 04:30,83233.04
20240202 05:00,80540.49
20240202 05:30,78399.47
20240202 06:00,76989.52
20240202 06:30,78451
20240202 07:00,70801.94
20240202 07:30,68150.34
20240202 08:00,63119.74
20240202 08:30,58928.89
20240202 09:00,55307.61
20240202 09:30,51756.3
20240202 10:00,48655.94
20240202 10:30,47072.63
20240202 11:00,47486.87
20240202 11:30,47860.17
20240202 12:00,49429.23
20240202 12:30,47210.22
20240202 13:00,45183.51
20240202 13:30,43510.77
20240202 14:00,41291.36
20240202 14:30,40900.95
20240202 15:00,42263.53
20240202 15:30,44085.64
20240202 16:00,47785.49
20240202 16:30,54407.24
20240202 17:00,63847.71
20240202 17:30,70301.02
20240202 18:00,75399.94
20240202 18:30,79230.13
20240202 19:00,81656.19
20240202 19:30,83457.49
20240202 20:00,85066
20240202 20:30,86665.31
20240202 21:00,87575.98
20240202 21:30,86683.96
20240202 22:00,84603.32
20240202 22:30,81777.89
20240202 23:00,92390.14
20240202 23:30,92850.25
20240203 00:00,91552.91
20240203 00:30,88085.98
20240203 01:00,96493.91
20240203 01:30,97020.34
20240203 02:00,97656.13
20240203 02:30,97082.83
20240203 03:00,96109.67
20240203 03:30,93519.93
20240203 04:00,90951.39
20240203 04:30,87087.49
20240203 05:00,81972.03
20240203 05:30,76912.05
20240203 06:00,72230.99
20240203 06:30,71328.61
20240203 07:00,59384.36
20240203 07:30,54871.62
20240203 08:00,53220.01
20240203 08:30,53570.28
20240203 09:00,54700.2
20240203 09:30,54455.64
20240203 10:00,53365
20240203 10:30,52058.19
20240203 11:00,49923.55
20240203 11:30,48164.29
20240203 12:00,45607.09
20240203 12:30,41962.34
20240203 13:00,39082.51
20240203 13:30,35805.87
20240203 14:00,32472.63
20240203 14:30,29335.14
20240203 15:00,26720.12
20240203 15:30,27338.07
20240203 16:00,31822.45
20240203 16:30,39507.74
20240203 17:00,49004.55
20240203 17:30,54957.52
20240203 18:00,59213.76
20240203 18:30,62343.18
20240203 19:00,64688.35
20240203 19:30,66771.03
20240203 20:00,69142.98
20240203 20:30,71070.13
20240203 21:00,72536.81
20240203 21:30,72691.67
20240203 22:00,71419.67
20240203 22:30,70191.54
20240203 23:00,82198.26
20240203 23:30,82798.02
20240204 00:00,81287.05
20240204 00:30,77561.88
20240204 01:00,86200.64
20240204 01:30,87561.54
20240204 02:00,88882.31
20240204 02:30,89161.26
20240204 03:00,89296.84
20240204 03:30,88195.56
20240204 04:00,87623.88
20240204 04:30,85020.7
20240204 05:00,79617.98
20240204 05:30,73417.06
20240204 06:00,66031.99
20240204 06:30,62816.37
20240204 07:00,55445.96
20240204 07:30,58833.73
20240204 08:00,61076.31
20240204 08:30,64166.51
20240204 09:00,63874.17
20240204 09:30,61883.85
20240204 10:00,59608.26
20240204 10:30,58079.19
20240204 11:00,58204.61
20240204 11:30,58770.02
20240204 12:00,58713.22
20240204 12:30,57017.87
20240204 13:00,55324
20240204 13:30,53937.26
20240204 14:00,52389.78
20240204 14:30,52112.24
20240204 15:00,52190.43
20240204 15:30,53451.13
20240204 16:00,57288.12
20240204 16:30,63198.3
20240204 17:00,72428.55
20240204 17:30,79537.34
20240204 18:00,84127.26
20240204 18:30,86520.24
20240204 19:00,87610.39
20240204 19:30,88391.93
20240204 20:00,89552.97
20240204 20:30,90314.45
20240204 21:00,90971.28
20240204 21:30,88986.79
20240204 22:00,86296.96
20240204 22:30,82562.13
20240204 23:00,94044.5
20240204 23:30,95006.07
20240205 00:00,93257.85
20240205 00:30,89096.65
20240205 01:00,98032.92
20240205 01:30,97859.69
20240205 02:00,97841.35
20240205 02:30,97009.68
20240205 03:00,96358.13
20240205 03:30,94299.97
20240205 04:00,92070.23
20240205 04:30,88962.31
20240205 05:00,85895.33
20240205 05:30,83842.22
20240205 06:00,81807.88
20240205 06:30,83427.36
20240205 07:00,75361.63
20240205 07:30,73388.97
20240205 08:00,65962.84
20240205 08:30,60011.45
20240205 09:00,57347.2
20240205 09:30,55659.37
20240205 10:00,53953.88
20240205 10:30,54486.47
20240205 11:00,55920.78
20240205 11:30,59496.2
20240205 12:00,64650.24
20240205 12:30,66096.82
20240205 13:00,69131.42
20240205 13:30,69677.69
20240205 14:00,70937.51
20240205 14:30,73868.59
20240205 15:00,77284.62
20240205 15:30,80532.43
20240205 16:00,85400.25
20240205 16:30,93346.89
20240205 17:00,102805.69
20240205 17:30,110249.4
20240205 18:00,115983.78
20240205 18:30,120240.33
20240205 19:00,121410.58
20240205 19:30,121868.54
20240205 20:00,122085.87
20240205 20:30,122679.22
20240205 21:00,122129.91
20240205 21:30,118452.35
20240205 22:00,113822.45
20240205 22:30,108230.48
20240205 23:00,117217.05
20240205 23:30,116406.59
20240206 00:00,113074.62
20240206 00:30,106235.08
20240206 01:00,113077.33
20240206 01:30,111294.16
20240206 02:00,110534.63
20240206 02:30,108209.55
20240206 03:00,105875.17
20240206 03:30,102735.54
20240206 04:00,100444.42
20240206 04:30,97947.93
20240206 05:00,96008.55
20240206 05:30,94865.25
20240206 06:00,92247.37
20240206 06:30,93493.23
20240206 07:00,83452.21
20240206 07:30,82297.01
20240206 08:00,79902.85
20240206 08:30,78352.35
20240206 09:00,76774.03
20240206 09:30,74702.39
20240206 10:00,70865.85
20240206 10:30,68621
20240206 11:00,67567.74
20240206 11:30,67312.89
20240206 12:00,67461.18
20240206 12:30,64264.24
20240206 13:00,62191.1
20240206 13:30,61643.64
20240206 14:00,60946.44
20240206 14:30,60542.78
20240206 15:00,60564.12
20240206 15:30,62755.23
20240206 16:00,67240.67
20240206 16:30,73251.04
20240206 17:00,82494.57
20240206 17:30,89624.59
20240206 18:00,94846.9
20240206 18:30,98120.26
20240206 19:00,99676.11
20240206 19:30,100484.72
20240206 20:00,101306.09
20240206 20:30,102248.53
20240206 21:00,102157.76
20240206 21:30,99776.42
20240206 22:00,96543.25
20240206 22:30,92054.95
20240206 23:00,103009.65
20240206 23:30,103443.69
20240207 00:00,102027.33
20240207 00:30,98529.93
20240207 01:00,107953.43
20240207 01:30,107510.12
20240207 02:00,107122.46
20240207 02:30,105619.27
20240207 03:00,104201.82
20240207 03:30,101684.87
20240207 04:00,100072.58
20240207 04:30,98125.89
20240207 05:00,96980.63
20240207 05:30,96786.42
20240207 06:00,95785.05
20240207 06:30,97310.44
20240207 07:00,82737.47
20240207 07:30,74360.06
20240207 08:00,64260.44
20240207 08:30,56363.36
20240207 09:00,50753.41
20240207 09:30,45257.33
20240207 10:00,40999.62
20240207 10:30,37891.1
20240207 11:00,36115.4
20240207 11:30,35210.25
20240207 12:00,33877.63
20240207 12:30,32056.79
20240207 13:00,30926.35
20240207 13:30,31124.24
20240207 14:00,31504.83
20240207 14:30,32671.46
20240207 15:00,33143.5
20240207 15:30,33255.99
20240207 16:00,37328.14
20240207 16:30,45083.87
20240207 17:00,56154.41
20240207 17:30,64671.87
20240207 18:00,71221.18
20240207 18:30,76664.96
20240207 19:00,80797.63
20240207 19:30,83682.36
20240207 20:00,86688.65
20240207 20:30,89420.51
20240207 21:00,91278.47
20240207 21:30,90924.31
20240207 22:00,89418.36
20240207 22:30,86493.9
20240207 23:00,98987.27
20240207 23:30,99996.63
20240208 00:00,99110.29
20240208 00:30,95734.66
20240208 01:00,105081.95
20240208 01:30,104869.32
20240208 02:00,104644.53
20240208 02:30,103115.08
20240208 03:00,101502.96
20240208 03:30,98665.67
20240208 04:00,96566.98
20240208 04:30,94363.76
20240208 05:00,92723.67
20240208 05:30,92238.59
20240208 06:00,91312.71
20240208 06:30,92645.9
20240208 07:00,78699.03
20240208 07:30,70117.93
20240208 08:00,63438.98
20240208 08:30,58628.59
20240208 09:00,53020.15
20240208 09:30,49337.37
20240208 10:00,46768.5
20240208 10:30,44964.11
20240208 11:00,43726.1
20240208 11:30,43315.56
20240208 12:00,41481.95
20240208 12:30,38227.21
20240208 13:00,34996.71
20240208 13:30,32553.55
20240208 14:00,30173.49
20240208 14:30,27650.32
20240208 15:00,26273.58
20240208 15:30,26478.98
20240208 16:00,30046.54
20240208 16:30,38557.02
20240208 17:00,50190.33
20240208 17:30,58202.4
20240208 18:00,64184.45
20240208 18:30,69227.12
20240208 19:00,72861.55
20240208 19:30,75845.62
20240208 20:00,78637.53
20240208 20:30,81520
20240208 21:00,83530.57
20240208 21:30,83462.28
20240208 22:00,82253.79
20240208 22:30,79841.52
20240208 23:00,91328.34
20240208 23:30,92266.7
20240209 00:00,91089.18
20240209 00:30,87992.07
20240209 01:00,97407.6
20240209 01:30,97930.87
20240209 02:00,98540.51
20240209 02:30,97650.74
20240209 03:00,96637.9
20240209 03:30,94380.42
20240209 04:00,92626.39
20240209 04:30,90148.57
20240209 05:00,87832.26
20240209 05:30,86561.56
20240209 06:00,85319.4
20240209 06:30,86188.04
20240209 07:00,70948.24
20240209 07:30,62795.47
20240209 08:00,55259.41
20240209 08:30,51432.51
20240209 09:00,49365.61
20240209 09:30,48054.86
20240209 10:00,47464.72
20240209 10:30,45522.29
20240209 11:00,43841.72
20240209 11:30,40802.17
20240209 12:00,38515.3
20240209 12:30,34840.24
20240209 13:00,31891.33
20240209 13:30,29558.5
20240209 14:00,27201.95
20240209 14:30,25607.52
20240209 15:00,26415.08
20240209 15:30,29094.14
20240209 16:00,32875.74
20240209 16:30,39133.92
20240209 17:00,48282.46
20240209 17:30,54696.81
20240209 18:00,59707.92
20240209 18:30,64010.76
20240209 19:00,67276.19
20240209 19:30,69914.36
20240209 20:00,72836.85
20240209 20:30,75232.71
20240209 21:00,77177.94
20240209 21:30,77441.69
20240209 22:00,76980.72
20240209 22:30,75591.63
20240209 23:00,88262.84
20240209 23:30,89903.57
20240210 00:00,89738.68
20240210 00:30,87079.13
20240210 01:00,96449.63
20240210 01:30,97099.91
20240210 02:00,97687.96
20240210 02:30,97034.23
20240210 03:00,96073.23
20240210 03:30,93610.28
20240210 04:00,91166.52
20240210 04:30,87822.32
20240210 05:00,83512.8
20240210 05:30,79273.19
20240210 06:00,74119.17
20240210 06:30,72199.06
20240210 07:00,58584.37
20240210 07:30,55260.72
20240210 08:00,54962.07
20240210 08:30,55334.71
20240210 09:00,55792.7
20240210 09:30,55323.1
20240210 10:00,53525.28
20240210 10:30,51511.91
20240210 11:00,49378.02
20240210 11:30,47424.78
20240210 12:00,44754.52
20240210 12:30,40620.92
20240210 13:00,37360.12
20240210 13:30,34901.56
20240210 14:00,32487.86
20240210 14:30,30831.68
20240210 15:00,29537.21
20240210 15:30,29070.74
20240210 16:00,31298.17
20240210 16:30,36730.65
20240210 17:00,46341.07
20240210 17:30,53220.63
20240210 18:00,57656.17
20240210 18:30,61060.25
20240210 19:00,63295.9
20240210 19:30,64974.49
20240210 20:00,66877.09
20240210 20:30,68790.14
20240210 21:00,70517.4
20240210 21:30,70872.13
20240210 22:00,70456.63
20240210 22:30,69268.4
20240210 23:00,81584.3
20240210 23:30,83065.25
20240211 00:00,82474.16
20240211 00:30,79666.7
20240211 01:00,89001.06
20240211 01:30,90324.27
20240211 02:00,91379.85
20240211 02:30,91416.27
20240211 03:00,90943.62
20240211 03:30,89031.99
20240211 04:00,87073.54
20240211 04:30,83735.01
20240211 05:00,78820.75
20240211 05:30,73420.93
20240211 06:00,67109.44
20240211 06:30,63402.81
20240211 07:00,49794.75
20240211 07:30,47508.49
20240211 08:00,50435.45
20240211 08:30,53493.96
20240211 09:00,55026.66
20240211 09:30,53157.93
20240211 10:00,50925.01
20240211 10:30,51975.1
20240211 11:00,48858.4
20240211 11:30,48379.25
20240211 12:00,45693.57
20240211 12:30,42936.31
20240211 13:00,39925.49
20240211 13:30,37620.99
20240211 14:00,33930.05
20240211 14:30,32237.99
20240211 15:00,32115.71
20240211 15:30,33564.54
20240211 16:00,35569.33
20240211 16:30,40710.01
20240211 17:00,49293.23
20240211 17:30,55534.93
20240211 18:00,59442.02
20240211 18:30,62338.56
20240211 19:00,64346.46
20240211 19:30,65887.46
20240211 20:00,67617.81
20240211 20:30,69220.05
20240211 21:00,70692.18
20240211 21:30,70767.62
20240211 22:00,70019.14
20240211 22:30,68517.93
20240211 23:00,79946.59
20240211 23:30,81192.64
20240212 00:00,80735.56
20240212 00:30,78434.37
20240212 01:00,87770.7
20240212 01:30,89192.45
20240212 02:00,90027.08
20240212 02:30,89904.61
20240212 03:00,89521.53
20240212 03:30,87533.81
20240212 04:00,85713.27
20240212 04:30,82470.87
20240212 05:00,78003.41
20240212 05:30,72730.19
20240212 06:00,66465.17
20240212 06:30,63413.91
20240212 07:00,51728.04
20240212 07:30,50143.42
20240212 08:00,51609.84
20240212 08:30,53255.19
20240212 09:00,55775.55
20240212 09:30,56262.45
20240212 10:00,55055.69
20240212 10:30,53200.11
20240212 11:00,51022.36
20240212 11:30,48924.28
20240212 12:00,46235.44
20240212 12:30,42080.9
20240212 13:00,39036.24
20240212 13:30,36333.64
20240212 14:00,33331.61
20240212 14:30,30106.88
20240212 15:00,27851.6
20240212 15:30,25465.63
20240212 16:00,26692.81
20240212 16:30,34232.37
20240212 17:00,45818.38
20240212 17:30,53635.63
20240212 18:00,58575.35
20240212 18:30,62187.64
20240212 19:00,64932.69
20240212 19:30,66928.61
20240212 20:00,69486.86
20240212 20:30,72080.18
20240212 21:00,74055.97
20240212 21:30,74049.99
20240212 22:00,72881.68
20240212 22:30,70925.51
20240212 23:00,82986.82
20240212 23:30,84434.18
20240213 00:00,84185.24
20240213 00:30,81754.12
20240213 01:00,91358.64
20240213 01:30,92826.88
20240213 02:00,94011.17
20240213 02:30,93793.91
20240213 03:00,93187.77
20240213 03:30,90933.65
20240213 04:00,89347.67
20240213 04:30,86860.67
20240213 05:00,84889.87
20240213 05:30,83584.7
20240213 06:00,82534.25
20240213 06:30,82198.63
20240213 07:00,65267.84
20240213 07:30,56411.49
20240213 08:00,51027.1
20240213 08:30,49166.46
20240213 09:00,47832.25
20240213 09:30,46174.65
20240213 10:00,43983.36
20240213 10:30,41280.31
20240213 11:00,38917.06
20240213 11:30,36506.76
20240213 12:00,33725.54
20240213 12:30,30234.13
20240213 13:00,27438.79
20240213 13:30,25450.25
20240213 14:00,23446.13
20240213 14:30,21566.3
20240213 15:00,20161.22
20240213 15:30,19157.77
20240213 16:00,21149.2
20240213 16:30,28100.13
20240213 17:00,38024.8
20240213 17:30,44592.62
20240213 18:00,49322.74
20240213 18:30,53065.84
20240213 19:00,55846.8
20240213 19:30,58060.92
20240213 20:00,60434.37
20240213 20:30,62454.95
20240213 21:00,64248.18
20240213 21:30,64481.94
20240213 22:00,64177.98
20240213 22:30,62837.14
20240213 23:00,74865.98
20240213 23:30,75715.04
20240214 00:00,74567.14
20240214 00:30,71522.13
20240214 01:00,80952.21
20240214 01:30,83009.42
20240214 02:00,84668.25
20240214 02:30,85603.32
20240214 03:00,86102.29
20240214 03:30,85290.77
20240214 04:00,84686.83
20240214 04:30,83020.67
20240214 05:00,80960.13
20240214 05:30,79092.2
20240214 06:00,76468.99
20240214 06:30,74088.24
20240214 07:00,56846.25
20240214 07:30,49013.16
20240214 08:00,45012.64
20240214 08:30,44378.42
20240214 09:00,44215.07
20240214 09:30,43243.72
20240214 10:00,41010.07
20240214 10:30,38633.45
20240214 11:00,35936.25
20240214 11:30,33319.41
20240214 12:00,30799.48
20240214 12:30,27186.08
20240214 13:00,25700.77
20240214 13:30,22499.24
20240214 14:00,21705.47
20240214 14:30,21144.47
20240214 15:00,21029.23
20240214 15:30,24133.38
20240214 16:00,26208.42
20240214 16:30,30500.45
20240214 17:00,37681.18
20240214 17:30,42740.49
20240214 18:00,46580.9
20240214 18:30,49747.99
20240214 19:00,51907.3
20240214 19:30,53458.63
20240214 20:00,55247.7
20240214 20:30,57124.33
