Time,Load
20240123 10:00,54762.02
20240123 10:30,66520.45
20240123 11:00,90512.69
20240123 11:30,100369.75
20240123 12:00,83879.85
20240123 12:30,77106.26
20240123 13:00,101570.92
20240123 13:30,90031.3
20240123 14:00,80664.91
20240123 14:30,75644.45
20240123 15:00,63088.04
20240123 15:30,47495.39
20240123 16:00,42192.14
20240123 16:30,43657.67
20240123 17:00,51312.98
20240123 17:30,58383.41
20240123 18:00,64622.15
20240123 18:30,68993.73
20240123 19:00,72013.05
20240123 19:30,74212.63
20240123 20:00,76557.05
20240123 20:30,78145.59
20240123 21:00,78912.47
20240123 21:30,78119.66
20240123 22:00,76084.16
20240123 22:30,73479.54
20240123 23:00,84834.9
20240123 23:30,85991.99
20240124 00:00,85624.76
20240124 00:30,83807.95
20240124 01:00,98232.14
20240124 01:30,103940.75
20240124 02:00,108215.73
20240124 02:30,111642.08
20240124 03:00,113675.58
20240124 03:30,112728.63
20240124 04:00,111299.59
20240124 04:30,107908.64
20240124 05:00,103811.48
20240124 05:30,99965.07
20240124 06:00,96102.28
20240124 06:30,96293.78
20240124 07:00,78302.15
20240124 07:30,74136.95
20240124 08:00,85251.28
20240124 08:30,102721.91
20240124 09:00,116469.54
20240124 09:30,120606.85
20240124 10:00,120963.23
20240124 10:30,117486.26
20240124 11:00,114769.54
20240124 11:30,111189.23
20240124 12:00,112117.64
20240124 12:30,114552.69
20240124 13:00,109383.87
20240124 13:30,102265.92
20240124 14:00,100172.51
20240124 14:30,79536.04
20240124 15:00,61824.82
20240124 15:30,55253.16
20240124 16:00,51524.29
20240124 16:30,55876.98
20240124 17:00,66983.25
20240124 17:30,76700.18
20240124 18:00,85148.81
20240124 18:30,91782.77
20240124 19:00,97101.3
20240124 19:30,100484.48
20240124 20:00,103461.97
20240124 20:30,105305.89
20240124 21:00,105395.06
20240124 21:30,102995.29
20240124 22:00,98754.58
20240124 22:30,93644.14
20240124 23:00,105258.67
20240124 23:30,106514.67
20240125 00:00,106261.77
20240125 00:30,104436.41
20240125 01:00,119017.89
20240125 01:30,123074.74
20240125 02:00,125559
20240125 02:30,125912.3
20240125 03:00,124747.58
20240125 03:30,121317.28
20240125 04:00,117290.86
20240125 04:30,112069.8
20240125 05:00,108336.16
20240125 05:30,107139.71
20240125 06:00,106612.96
20240125 06:30,109172.74
20240125 07:00,92020.25
20240125 07:30,86424.21
20240125 08:00,95687.57
20240125 08:30,111988.11
20240125 09:00,124125.64
20240125 09:30,127788.96
20240125 10:00,126225.49
20240125 10:30,121709.84
20240125 11:00,117681.7
20240125 11:30,115161.5
20240125 12:00,113907.59
20240125 12:30,111732.63
20240125 13:00,109973.13
20240125 13:30,106813.72
20240125 14:00,101055.13
20240125 14:30,87254.33
20240125 15:00,69881.03
20240125 15:30,51584.9
20240125 16:00,45773.14
20240125 16:30,54754.81
20240125 17:00,66924.27
20240125 17:30,76657.35
20240125 18:00,84911.2
20240125 18:30,91600.21
20240125 19:00,96643.09
20240125 19:30,100335.15
20240125 20:00,103308.44
20240125 20:30,105073.47
20240125 21:00,105247.65
20240125 21:30,102944.06
20240125 22:00,99032.19
20240125 22:30,94087.3
20240125 23:00,105091.04
20240125 23:30,106037.24
20240126 00:00,105222.37
20240126 00:30,103220.92
20240126 01:00,117165.94
20240126 01:30,120706.8
20240126 02:00,122602.95
20240126 02:30,122747.39
20240126 03:00,121525.15
20240126 03:30,118053.41
20240126 04:00,114133.61
20240126 04:30,108750.24
20240126 05:00,104680.93
20240126 05:30,102971.58
20240126 06:00,102316.18
20240126 06:30,104376.01
20240126 07:00,86982.58
20240126 07:30,82287.47
20240126 08:00,92664.55
20240126 08:30,109284.17
20240126 09:00,121814.4
20240126 09:30,125564.04
20240126 10:00,123920.47
20240126 10:30,120118.96
20240126 11:00,116820.54
20240126 11:30,114324.06
20240126 12:00,113234.59
20240126 12:30,111337.89
20240126 13:00,110054.43
20240126 13:30,107439.86
20240126 14:00,101049.52
20240126 14:30,88328.05
20240126 15:00,69650.74
20240126 15:30,50363.75
20240126 16:00,42109.83
20240126 16:30,48897.76
20240126 17:00,59744.55
20240126 17:30,68240.13
20240126 18:00,75277.12
20240126 18:30,80676.72
20240126 19:00,85027.29
20240126 19:30,88059.22
20240126 20:00,90795.48
20240126 20:30,93068.63
20240126 21:00,93979.18
20240126 21:30,93229.71
20240126 22:00,90924.01
20240126 22:30,87565.48
20240126 23:00,98618.4
20240126 23:30,100102.42
20240127 00:00,99960.76
20240127 00:30,98114.12
20240127 01:00,111283.66
20240127 01:30,114798
20240127 02:00,117413.61
20240127 02:30,118401.97
20240127 03:00,118247.82
20240127 03:30,115661.61
20240127 04:00,112453.65
20240127 04:30,107348.53
20240127 05:00,100335.8
20240127 05:30,93297.53
20240127 06:00,86548.57
20240127 06:30,86871.92
20240127 07:00,76572.94
20240127 07:30,81280.77
20240127 08:00,97744.95
20240127 08:30,116828.82
20240127 09:00,130095.65
20240127 09:30,133246.42
20240127 10:00,130923.13
20240127 10:30,126789
20240127 11:00,121897.65
20240127 11:30,118788.93
20240127 12:00,114744.51
20240127 12:30,111275.55
20240127 13:00,106484.55
20240127 13:30,96002.48
20240127 14:00,96647
20240127 14:30,84261.36
20240127 15:00,68182.7
20240127 15:30,50573.08
20240127 16:00,42194.11
20240127 16:30,48350.45
20240127 17:00,58677.32
20240127 17:30,66598.54
20240127 18:00,72561.79
20240127 18:30,77094.77
20240127 19:00,80186.28
20240127 19:30,82749.29
20240127 20:00,85604.02
20240127 20:30,87995.88
20240127 21:00,89644.14
20240127 21:30,89266.02
20240127 22:00,87211.52
20240127 22:30,84950.4
20240127 23:00,98552.8
20240127 23:30,101883.94
20240128 00:00,103259.47
20240128 00:30,102524.43
20240128 01:00,117765.29
20240128 01:30,122019.83
20240128 02:00,124280.47
20240128 02:30,124791.52
20240128 03:00,124039.33
20240128 03:30,120692.52
20240128 04:00,116152.41
20240128 04:30,109585.99
20240128 05:00,100580.29
20240128 05:30,91715.68
20240128 06:00,82487.04
20240128 06:30,80929.83
20240128 07:00,76131.53
20240128 07:30,84325.46
20240128 08:00,95364.73
20240128 08:30,106059.8
20240128 09:00,113322.37
20240128 09:30,126870.98
20240128 10:00,123680.89
20240128 10:30,118146.06
20240128 11:00,94201.47
20240128 11:30,97078.38
20240128 12:00,109994.39
20240128 12:30,83051.29
20240128 13:00,61033.29
20240128 13:30,76917.64
20240128 14:00,68041.14
20240128 14:30,71075.24
20240128 15:00,67873.74
20240128 15:30,67598.68
20240128 16:00,66043.57
20240128 16:30,66463.96
20240128 17:00,75899.09
20240128 17:30,84754.3
20240128 18:00,90749.86
20240128 18:30,94646.38
20240128 19:00,96815.17
20240128 19:30,98919.63
20240128 20:00,100586.06
20240128 20:30,101554.28
20240128 21:00,100881.07
20240128 21:30,97701.76
20240128 22:00,93248.51
20240128 22:30,88398.73
20240128 23:00,100665.26
20240128 23:30,102780.42
20240129 00:00,103358.88
20240129 00:30,102168.05
20240129 01:00,117655.3
20240129 01:30,121715.32
20240129 02:00,124037.26
20240129 02:30,124262.95
20240129 03:00,123419.04
20240129 03:30,120713.3
20240129 04:00,117948.28
20240129 04:30,113764.5
20240129 05:00,110438.65
20240129 05:30,108246.73
20240129 06:00,106039.36
20240129 06:30,107570.59
20240129 07:00,90158.08
20240129 07:30,86144.67
20240129 08:00,96062.11
20240129 08:30,111685.38
20240129 09:00,122876.21
20240129 09:30,127226.98
20240129 10:00,126141.44
20240129 10:30,121761.9
20240129 11:00,117105.39
20240129 11:30,115216.55
20240129 12:00,114377.56
20240129 12:30,112169.87
20240129 13:00,110477.29
20240129 13:30,107982.2
20240129 14:00,101221.68
20240129 14:30,88332.95
20240129 15:00,70412.75
20240129 15:30,51674.51
20240129 16:00,41951.72
20240129 16:30,46922.11
20240129 17:00,57477.33
20240129 17:30,66831
20240129 18:00,74648.85
20240129 18:30,80717.79
20240129 19:00,85675.01
20240129 19:30,89293.31
20240129 20:00,92321.63
20240129 20:30,94594.37
20240129 21:00,95362.67
20240129 21:30,93417.79
20240129 22:00,89921.15
20240129 22:30,85364.98
20240129 23:00,96135.18
20240129 23:30,97006.83
20240130 00:00,96155.25
20240130 00:30,94633.58
20240130 01:00,109614.19
20240130 01:30,113810.27
20240130 02:00,116538.23
20240130 02:30,117671.34
20240130 03:00,117491.47
20240130 03:30,114901.32
20240130 04:00,112236.7
20240130 04:30,108390.86
20240130 05:00,104744.94
20240130 05:30,101995
20240130 06:00,99349.32
20240130 06:30,100365.9
20240130 07:00,87679.31
20240130 07:30,82372.34
20240130 08:00,84609.31
20240130 08:30,99105.41
20240130 09:00,111372.03
20240130 09:30,119669.52
20240130 10:00,120902.67
20240130 10:30,118362.31
20240130 11:00,116685.56
20240130 11:30,114832.4
20240130 12:00,113536.84
20240130 12:30,109470.5
20240130 13:00,105754.47
20240130 13:30,101744.58
20240130 14:00,93449.98
20240130 14:30,78650.05
20240130 15:00,62742.69
20240130 15:30,48619.01
20240130 16:00,40514.22
20240130 16:30,44581.44
20240130 17:00,53693.15
20240130 17:30,62279.19
20240130 18:00,69079.35
20240130 18:30,74649.12
20240130 19:00,78909.8
20240130 19:30,82174.02
20240130 20:00,85043.23
20240130 20:30,87147.82
20240130 21:00,87787.07
20240130 21:30,86330.83
20240130 22:00,83582.52
20240130 22:30,80043.58
20240130 23:00,91729.13
20240130 23:30,93724.63
20240131 00:00,94330.26
20240131 00:30,93185.06
20240131 01:00,107953.48
20240131 01:30,112398.9
20240131 02:00,115394.55
20240131 02:30,116752.36
20240131 03:00,116831.24
20240131 03:30,114422.06
20240131 04:00,111659.77
20240131 04:30,107444.64
20240131 05:00,103083.62
20240131 05:30,99447
20240131 06:00,96065.4
20240131 06:30,96610.82
20240131 07:00,83034.77
20240131 07:30,79709.63
20240131 08:00,75675.1
20240131 08:30,79745.74
20240131 09:00,94785.5
20240131 09:30,105614.2
20240131 10:00,113603.53
20240131 10:30,119419.15
20240131 11:00,114053.6
20240131 11:30,112106.05
20240131 12:00,111827.98
20240131 12:30,109478.08
20240131 13:00,108680.65
20240131 13:30,100013.96
20240131 14:00,86447.06
20240131 14:30,78502.39
20240131 15:00,63977.51
20240131 15:30,47126.97
20240131 16:00,39573.76
20240131 16:30,41830.87
20240131 17:00,50264.88
20240131 17:30,57765
20240131 18:00,63306.29
20240131 18:30,67476.82
20240131 19:00,70184.23
20240131 19:30,71682.84
20240131 20:00,72927.3
20240131 20:30,73543.94
20240131 21:00,72973.51
20240131 21:30,70655.52
20240131 22:00,67718.7
20240131 22:30,64415.45
20240131 23:00,74355.76
20240131 23:30,74023.61
20240201 00:00,72529.51
20240201 00:30,69792.43
20240201 01:00,82864.72
20240201 01:30,87473.25
20240201 02:00,90726.49
20240201 02:30,94146.23
20240201 03:00,96606.33
20240201 03:30,96968.35
20240201 04:00,97201.31
20240201 04:30,95477.93
20240201 05:00,91744.96
20240201 05:30,87042.59
20240201 06:00,80638.49
20240201 06:30,77917.68
20240201 07:00,65192.78
20240201 07:30,58918.1
20240201 08:00,66020.4
20240201 08:30,81850.54
20240201 09:00,101120.55
20240201 09:30,106814.4
20240201 10:00,107824.37
20240201 10:30,110866.89
20240201 11:00,116548.75
20240201 11:30,112960.59
20240201 12:00,114951.72
20240201 12:30,94080.41
20240201 13:00,74820.51
20240201 13:30,71469.4
20240201 14:00,60422.1
20240201 14:30,54497.19
20240201 15:00,54071.7
20240201 15:30,45659.91
20240201 16:00,44475.63
20240201 16:30,44966.57
20240201 17:00,52037.72
20240201 17:30,59738.53
20240201 18:00,66033.02
20240201 18:30,71193.92
20240201 19:00,74832.48
20240201 19:30,77524.73
20240201 20:00,80152.06
20240201 20:30,81748.12
20240201 21:00,82229.64
20240201 21:30,81033.34
20240201 22:00,78449.08
20240201 22:30,75003.8
20240201 23:00,85138.57
20240201 23:30,85730.09
20240202 00:00,84455.23
20240202 00:30,82177.59
20240202 01:00,95922.65
20240202 01:30,101646.83
20240202 02:00,106264.92
20240202 02:30,109924.52
20240202 03:00,112470.9
20240202 03:30,112447.88
20240202 04:00,111702.17
20240202 04:30,109055.64
20240202 05:00,104663.93
20240202 05:30,100188.79
20240202 06:00,94988.1
20240202 06:30,93836.66
20240202 07:00,80463.59
20240202 07:30,76655.75
20240202 08:00,74079.7
20240202 08:30,70658.13
20240202 09:00,70372.83
20240202 09:30,71107.99
20240202 10:00,74787.07
20240202 10:30,75279.11
20240202 11:00,80751.87
20240202 11:30,83532.11
20240202 12:00,81132.61
20240202 12:30,69782.95
20240202 13:00,69697.05
20240202 13:30,71034.79
20240202 14:00,72609.72
20240202 14:30,70191.74
20240202 15:00,67157.93
20240202 15:30,65388.47
20240202 16:00,67421.43
20240202 16:30,71216.75
20240202 17:00,79897.56
20240202 17:30,88185.4
20240202 18:00,94485.15
20240202 18:30,98637.1
20240202 19:00,101378.52
20240202 19:30,102705.58
20240202 20:00,103436.02
20240202 20:30,103816.91
20240202 21:00,102866.55
20240202 21:30,100132.86
20240202 22:00,96011.94
20240202 22:30,91394.09
20240202 23:00,101012.07
20240202 23:30,101409.52
20240203 00:00,100131.53
20240203 00:30,98041.43
20240203 01:00,112210.52
20240203 01:30,117090.88
20240203 02:00,121148.18
20240203 02:30,122898.39
20240203 03:00,123094.07
20240203 03:30,120902.98
20240203 04:00,117639.2
20240203 04:30,111842.84
20240203 05:00,103990.92
20240203 05:30,95913.35
20240203 06:00,87938.31
20240203 06:30,87907.37
20240203 07:00,78499.47
20240203 07:30,85965.57
20240203 08:00,103795.3
20240203 08:30,121759.2
20240203 09:00,133810.71
20240203 09:30,137297.28
20240203 10:00,135623.33
20240203 10:30,131424.49
20240203 11:00,127503.42
20240203 11:30,124971.62
20240203 12:00,123332.33
20240203 12:30,120676.47
20240203 13:00,116987.89
20240203 13:30,114065.13
20240203 14:00,107706.62
20240203 14:30,94813.46
20240203 15:00,77093.52
20240203 15:30,57438.79
20240203 16:00,49950.93
20240203 16:30,51442.21
20240203 17:00,58094.67
20240203 17:30,66255.16
20240203 18:00,72240.52
20240203 18:30,76670.72
20240203 19:00,79633.92
20240203 19:30,82374.48
20240203 20:00,84905.58
20240203 20:30,86580.21
20240203 21:00,87137.05
20240203 21:30,85978.92
20240203 22:00,83365.83
20240203 22:30,80256.42
20240203 23:00,90939.14
20240203 23:30,91163.31
20240204 00:00,89469.37
20240204 00:30,86635.85
20240204 01:00,99445.81
20240204 01:30,103686.67
20240204 02:00,107364.4
20240204 02:30,110014.88
20240204 03:00,112282.98
20240204 03:30,111979.12
20240204 04:00,111045.89
20240204 04:30,107292.88
20240204 05:00,99983.89
20240204 05:30,90723.96
20240204 06:00,78429.87
20240204 06:30,73407.39
20240204 07:00,65435.16
20240204 07:30,71055.76
20240204 08:00,76669.66
20240204 08:30,82757.53
20240204 09:00,87024.81
20240204 09:30,89670.75
20240204 10:00,93645.09
20240204 10:30,107483.8
20240204 11:00,96128.14
20240204 11:30,90290.9
20240204 12:00,91699.6
20240204 12:30,91554.76
20240204 13:00,88367.46
20240204 13:30,86795.49
20240204 14:00,81360.97
20240204 14:30,76547.65
20240204 15:00,72424.51
20240204 15:30,73939.45
20240204 16:00,72813.84
20240204 16:30,74931.17
20240204 17:00,83559.93
20240204 17:30,91879.18
20240204 18:00,97630.14
20240204 18:30,100374.61
20240204 19:00,101615.36
20240204 19:30,102388.31
20240204 20:00,102915.71
20240204 20:30,102664.47
20240204 21:00,101390.48
20240204 21:30,97696.43
20240204 22:00,93372.1
20240204 22:30,88635.26
20240204 23:00,100622.56
20240204 23:30,102847.06
20240205 00:00,102943.88
20240205 00:30,100969.16
20240205 01:00,116021.93
20240205 01:30,119619.95
20240205 02:00,122289.87
20240205 02:30,123218.59
20240205 03:00,123206.1
20240205 03:30,121207.61
20240205 04:00,118371.01
20240205 04:30,113749.15
20240205 05:00,109635.69
20240205 05:30,106159.52
20240205 06:00,102078.93
20240205 06:30,102777.34
20240205 07:00,90447.43
20240205 07:30,86132.9
20240205 08:00,79253.38
20240205 08:30,82351.45
20240205 09:00,87687.36
20240205 09:30,82101.94
20240205 10:00,78721.64
20240205 10:30,74748.76
20240205 11:00,74841.39
20240205 11:30,74842.78
20240205 12:00,76708.21
20240205 12:30,76044.41
20240205 13:00,79632.05
20240205 13:30,77655.8
20240205 14:00,74862.62
20240205 14:30,80283.33
20240205 15:00,86976.44
20240205 15:30,89011.99
20240205 16:00,92545.65
20240205 16:30,98216.65
20240205 17:00,109775.45
20240205 17:30,119557.48
20240205 18:00,126959.76
20240205 18:30,131251.76
20240205 19:00,132882.38
20240205 19:30,132884.01
20240205 20:00,133495.99
20240205 20:30,133978.13
20240205 21:00,131971.11
20240205 21:30,127201.58
20240205 22:00,120792.53
20240205 22:30,113409.99
20240205 23:00,123481.67
20240205 23:30,123609.36
20240206 00:00,121589.42
20240206 00:30,118116.94
20240206 01:00,130845.08
20240206 01:30,132731.57
20240206 02:00,134751.22
20240206 02:30,134430.05
20240206 03:00,133118.74
20240206 03:30,129823.58
20240206 04:00,126974.78
20240206 04:30,123561.62
20240206 05:00,120250.49
20240206 05:30,117177.67
20240206 06:00,111481.41
20240206 06:30,111064.34
20240206 07:00,96738.94
20240206 07:30,95472.59
20240206 08:00,96012.67
20240206 08:30,99874.62
20240206 09:00,103757.62
20240206 09:30,104751.37
20240206 10:00,103833.41
20240206 10:30,104507.52
20240206 11:00,109598.18
20240206 11:30,108991.77
20240206 12:00,109034.07
20240206 12:30,108388.93
20240206 13:00,100775.41
20240206 13:30,96832.8
20240206 14:00,93976.84
20240206 14:30,87425.67
20240206 15:00,86273.94
20240206 15:30,84300.08
20240206 16:00,82643.63
20240206 16:30,84350.51
20240206 17:00,94386.02
20240206 17:30,103642.06
20240206 18:00,110222.49
20240206 18:30,114401.89
20240206 19:00,116747.47
20240206 19:30,117683.6
20240206 20:00,118073.62
20240206 20:30,117854.29
20240206 21:00,116038.49
20240206 21:30,111673.69
20240206 22:00,106221.64
20240206 22:30,100059.64
20240206 23:00,110610.18
20240206 23:30,111048.12
20240207 00:00,110136.97
20240207 00:30,107477.78
20240207 01:00,121790.01
20240207 01:30,125479.58
20240207 02:00,127879.7
20240207 02:30,128521.11
20240207 03:00,128230.45
20240207 03:30,126179.01
20240207 04:00,124312.16
20240207 04:30,121388.93
20240207 05:00,118667.22
20240207 05:30,116784.97
20240207 06:00,113213.76
20240207 06:30,114572.43
20240207 07:00,97414.22
20240207 07:30,95654.81
20240207 08:00,104766.16
20240207 08:30,119532.89
20240207 09:00,130684.66
20240207 09:30,133245.88
20240207 10:00,127542.15
20240207 10:30,118923.03
20240207 11:00,115961.76
20240207 11:30,110733.93
20240207 12:00,109983
20240207 12:30,104628.4
20240207 13:00,106717.22
20240207 13:30,109477.07
20240207 14:00,109879.65
20240207 14:30,101541.89
20240207 15:00,84758.23
20240207 15:30,63770.88
20240207 16:00,48254.17
20240207 16:30,48434.98
20240207 17:00,59734.42
20240207 17:30,70451.18
20240207 18:00,79059.17
20240207 18:30,86276.06
20240207 19:00,91721.96
20240207 19:30,95899.24
20240207 20:00,99665.31
20240207 20:30,102389.49
20240207 21:00,103305.56
20240207 21:30,101899.22
20240207 22:00,99000.76
20240207 22:30,95042.96
20240207 23:00,108488.87
20240207 23:30,110908.03
20240208 00:00,111068.1
20240208 00:30,109229.56
20240208 01:00,123919.83
20240208 01:30,127130.6
20240208 02:00,128959.61
20240208 02:30,128882.52
20240208 03:00,127995.67
20240208 03:30,125101.38
20240208 04:00,122227.34
20240208 04:30,118717.99
20240208 05:00,115469.44
20240208 05:30,113102.27
20240208 06:00,109079.15
20240208 06:30,110748.49
20240208 07:00,100332.94
20240208 07:30,102316.5
20240208 08:00,105946.41
20240208 08:30,111510.82
20240208 09:00,122989.36
20240208 09:30,130505.82
20240208 10:00,128591.85
20240208 10:30,118265.48
20240208 11:00,109186.74
20240208 11:30,104128.55
20240208 12:00,107029.7
20240208 12:30,103708.4
20240208 13:00,90051.72
20240208 13:30,85736.22
20240208 14:00,90440.09
20240208 14:30,86309.17
20240208 15:00,76609.36
20240208 15:30,62176.34
20240208 16:00,49915.81
20240208 16:30,50059.68
20240208 17:00,58555.66
20240208 17:30,68663.65
20240208 18:00,76816.31
20240208 18:30,83249.83
20240208 19:00,88480.09
20240208 19:30,92367.29
20240208 20:00,95586.11
20240208 20:30,98326.49
20240208 21:00,99155.63
20240208 21:30,97427.7
20240208 22:00,94102.52
20240208 22:30,89740.49
20240208 23:00,101799.05
20240208 23:30,103589.78
20240209 00:00,103531.11
20240209 00:30,101857.43
20240209 01:00,116900.55
20240209 01:30,120534.02
20240209 02:00,122712.48
20240209 02:30,123041.85
20240209 03:00,122413.46
20240209 03:30,119597.2
20240209 04:00,116232.61
20240209 04:30,111513.97
20240209 05:00,107470.22
20240209 05:30,104823.96
20240209 06:00,102272.54
20240209 06:30,105164.64
20240209 07:00,94142.75
20240209 07:30,92558.24
20240209 08:00,87934.94
20240209 08:30,79688.12
20240209 09:00,87253.51
20240209 09:30,87075.48
20240209 10:00,80160.52
20240209 10:30,57684.76
20240209 11:00,57412.57
20240209 11:30,77022.46
20240209 12:00,70455.31
20240209 12:30,65643.47
20240209 13:00,59417.06
20240209 13:30,53040.95
20240209 14:00,56010.34
20240209 14:30,58043.81
20240209 15:00,58732.03
20240209 15:30,56695.28
20240209 16:00,56632.78
20240209 16:30,56516.86
20240209 17:00,63346.55
20240209 17:30,71870.33
20240209 18:00,78474.32
20240209 18:30,83575.99
20240209 19:00,87537.49
20240209 19:30,90284.34
20240209 20:00,92492.95
20240209 20:30,93926.21
20240209 21:00,94204.52
20240209 21:30,92580.29
20240209 22:00,90049.27
20240209 22:30,86751.08
20240209 23:00,98390
20240209 23:30,100372.15
20240210 00:00,101021.16
20240210 00:30,99811.61
20240210 01:00,114539.25
20240210 01:30,118696.7
20240210 02:00,121312.63
20240210 02:30,122416.43
20240210 03:00,122320.84
20240210 03:30,119861.42
20240210 04:00,116040.59
20240210 04:30,109980.46
20240210 05:00,102750.78
20240210 05:30,95270.97
20240210 06:00,87193.12
20240210 06:30,87510.46
20240210 07:00,77818.51
20240210 07:30,89828.54
20240210 08:00,105638.79
20240210 08:30,119885.51
20240210 09:00,120634.77
20240210 09:30,126750.61
20240210 10:00,126594.53
20240210 10:30,115761.82
20240210 11:00,111854.35
20240210 11:30,103074.87
20240210 12:00,91350.75
20240210 12:30,92877.78
20240210 13:00,90200.33
20240210 13:30,81529.63
20240210 14:00,76877.96
20240210 14:30,73588.53
20240210 15:00,62259.57
20240210 15:30,52112.38
20240210 16:00,45019.52
20240210 16:30,45845.72
20240210 17:00,54392.28
20240210 17:30,62873.01
20240210 18:00,68773.19
20240210 18:30,72875.54
20240210 19:00,75778.92
20240210 19:30,78230.67
20240210 20:00,80687.25
20240210 20:30,82509.07
20240210 21:00,83396.67
20240210 21:30,82494.72
20240210 22:00,80702.86
20240210 22:30,78125.71
20240210 23:00,89700.99
20240210 23:30,91626.3
20240211 00:00,92161.24
20240211 00:30,91233.49
20240211 01:00,105747.39
20240211 01:30,110323.34
20240211 02:00,113695.92
20240211 02:30,114918.28
20240211 03:00,115087.38
20240211 03:30,112794.25
20240211 04:00,109725.68
20240211 04:30,104651.09
20240211 05:00,97269.68
20240211 05:30,88927.69
20240211 06:00,79434.02
20240211 06:30,77412.2
20240211 07:00,69500.47
20240211 07:30,83776.41
20240211 08:00,102672.46
20240211 08:30,121033.87
20240211 09:00,129038.91
20240211 09:30,130254.01
20240211 10:00,133368.73
20240211 10:30,132227.35
20240211 11:00,117619.8
20240211 11:30,115560.86
20240211 12:00,115884.45
20240211 12:30,104456.23
20240211 13:00,90988.66
20240211 13:30,103817.87
20240211 14:00,91650.86
20240211 14:30,73149.24
20240211 15:00,68088.04
20240211 15:30,58853.52
20240211 16:00,51137.66
20240211 16:30,51405.6
20240211 17:00,57631.04
20240211 17:30,66031.22
20240211 18:00,71405.46
20240211 18:30,75068
20240211 19:00,77430.47
20240211 19:30,79166.61
20240211 20:00,80944.8
20240211 20:30,82255.69
20240211 21:00,82716.58
20240211 21:30,81398.52
20240211 22:00,79007.31
20240211 22:30,75827.81
20240211 23:00,85597.02
20240211 23:30,86157.18
20240212 00:00,85272.25
20240212 00:30,83907.35
20240212 01:00,97959.89
20240212 01:30,103316.15
20240212 02:00,107494.56
20240212 02:30,110666.81
20240212 03:00,112844.5
20240212 03:30,112781.85
20240212 04:00,111405.09
20240212 04:30,107146.75
20240212 05:00,100164.86
20240212 05:30,91165.42
20240212 06:00,80365.4
20240212 06:30,78139.07
20240212 07:00,69044.63
20240212 07:30,76430.59
20240212 08:00,92815.79
20240212 08:30,107016.92
20240212 09:00,112717.06
20240212 09:30,110269.99
20240212 10:00,102402.51
20240212 10:30,102382.07
20240212 11:00,116552.33
20240212 11:30,118393.97
20240212 12:00,119640.43
20240212 12:30,118888.83
20240212 13:00,118117.32
20240212 13:30,117336.21
20240212 14:00,113406.21
20240212 14:30,103281.98
20240212 15:00,86663.86
20240212 15:30,66160.59
20240212 16:00,49876.11
20240212 16:30,46533.51
20240212 17:00,56450.47
20240212 17:30,66118.52
20240212 18:00,72975.89
20240212 18:30,77550.45
20240212 19:00,80946.62
20240212 19:30,83569.14
20240212 20:00,86194.92
20240212 20:30,88152.97
20240212 21:00,89158.89
20240212 21:30,87478.54
20240212 22:00,84600.54
20240212 22:30,81060.23
20240212 23:00,93907.9
20240212 23:30,96443.85
20240213 00:00,97529.08
20240213 00:30,96459.66
20240213 01:00,111808.36
20240213 01:30,116221.19
20240213 02:00,118996.99
20240213 02:30,120052.47
20240213 03:00,119784.01
20240213 03:30,117296.59
20240213 04:00,114646.11
20240213 04:30,110672.73
20240213 05:00,106900.16
20240213 05:30,104326.07
20240213 06:00,101901.39
20240213 06:30,102935.82
20240213 07:00,86996.46
20240213 07:30,90706.96
20240213 08:00,103941.3
20240213 08:30,118850.92
20240213 09:00,127221.24
20240213 09:30,127367.23
20240213 10:00,123296.69
20240213 10:30,116903.41
20240213 11:00,111275.9
20240213 11:30,107406.72
20240213 12:00,106205.41
20240213 12:30,104178.29
20240213 13:00,103848.6
20240213 13:30,103820.62
20240213 14:00,101231.26
20240213 14:30,93967.22
20240213 15:00,78771.67
20240213 15:30,59494.03
20240213 16:00,42888.75
20240213 16:30,39017.82
20240213 17:00,47403.84
20240213 17:30,55393.73
20240213 18:00,61665.2
20240213 18:30,66407.42
20240213 19:00,69494.26
20240213 19:30,71641.6
20240213 20:00,73418.12
20240213 20:30,74552.57
20240213 21:00,74578.93
20240213 21:30,72948.5
20240213 22:00,70549.93
20240213 22:30,67490.26
20240213 23:00,77129.8
20240213 23:30,76782.58
20240214 00:00,74910.41
20240214 00:30,72836.48
20240214 01:00,86905.27
20240214 01:30,92886.75
20240214 02:00,97638.99
20240214 02:30,102030.4
20240214 03:00,105760.85
20240214 03:30,107331.77
20240214 04:00,108157.68
20240214 04:30,107233.79
20240214 05:00,104429.42
20240214 05:30,100877.87
20240214 06:00,94863.57
20240214 06:30,91999.64
20240214 07:00,75546.78
20240214 07:30,81185.01
20240214 08:00,96319.81
20240214 08:30,111760.22
20240214 09:00,120518.63
20240214 09:30,121317.75
20240214 10:00,118741.73
20240214 10:30,114311.72
20240214 11:00,110395.66
20240214 11:30,107602.76
20240214 12:00,106504.25
20240214 12:30,104997.65
20240214 13:00,104471.22
20240214 13:30,114713.43
20240214 14:00,100353.44
20240214 14:30,89111.7
20240214 15:00,75125.33
20240214 15:30,61611.05
20240214 16:00,43721.08
20240214 16:30,41303.93
20240214 17:00,43578.01
20240214 17:30,49869.97
20240214 18:00,55008.65
20240214 18:30,59051.82
20240214 19:00,61837.64
20240214 19:30,63662.88
20240214 20:00,65300.13
20240214 20:30,66618.26
