Time,Load
20240122 23:00,74368.41
20240122 23:30,73645.31
20240123 00:00,71101.52
20240123 00:30,67816.56
20240123 01:00,78200.45
20240123 01:30,82653.53
20240123 02:00,85895.5
20240123 02:30,89528.66
20240123 03:00,92611.2
20240123 03:30,93889.31
20240123 04:00,94294.43
20240123 04:30,93293.36
20240123 05:00,90800.17
20240123 05:30,87208.02
20240123 06:00,82020.76
20240123 06:30,78665.39
20240123 07:00,63892.26
20240123 07:30,54438.16
20240123 08:00,46930.71
20240123 08:30,46212.07
20240123 09:00,46364.14
20240123 09:30,42691.12
20240123 10:00,41286.27
20240123 10:30,42568.12
20240123 11:00,44613.53
20240123 11:30,33851.05
20240123 12:00,29799.87
20240123 12:30,33028.8
20240123 13:00,31339.47
20240123 13:30,32042.11
20240123 14:00,27890.6
20240123 14:30,25186.88
20240123 15:00,25936.06
20240123 15:30,28522.98
20240123 16:00,33522.56
20240123 16:30,42067.88
20240123 17:00,51725.69
20240123 17:30,58671.41
20240123 18:00,64491.4
20240123 18:30,68597.27
20240123 19:00,71628.93
20240123 19:30,73552.16
20240123 20:00,75685.14
20240123 20:30,77280.53
20240123 21:00,78137.89
20240123 21:30,77171.55
20240123 22:00,75086.02
20240123 22:30,72318.33
20240123 23:00,80667.54
20240123 23:30,80580.14
20240124 00:00,79304.24
20240124 00:30,77394.77
20240124 01:00,89257.39
20240124 01:30,94887.11
20240124 02:00,99326.14
20240124 02:30,102700.22
20240124 03:00,105191.67
20240124 03:30,105084.32
20240124 04:00,104687.63
20240124 04:30,102764.39
20240124 05:00,100194.61
20240124 05:30,97010.87
20240124 06:00,94108.32
20240124 06:30,94079.26
20240124 07:00,76781.09
20240124 07:30,62323.83
20240124 08:00,53842.61
20240124 08:30,51065.89
20240124 09:00,50072.29
20240124 09:30,48410.05
20240124 10:00,45648.78
20240124 10:30,42870.43
20240124 11:00,45437.28
20240124 11:30,41357.52
20240124 12:00,37657.83
20240124 12:30,39899.04
20240124 13:00,31907.9
20240124 13:30,32044.77
20240124 14:00,32905.44
20240124 14:30,29751.78
20240124 15:00,31328.97
20240124 15:30,33147.55
20240124 16:00,37298.05
20240124 16:30,50616.51
20240124 17:00,64921.68
20240124 17:30,74083.03
20240124 18:00,81670.12
20240124 18:30,87534.7
20240124 19:00,91907.16
20240124 19:30,95161.47
20240124 20:00,98075.11
20240124 20:30,100155.65
20240124 21:00,100876.9
20240124 21:30,99323.73
20240124 22:00,96305.37
20240124 22:30,92265.73
20240124 23:00,102623.99
20240124 23:30,103914.74
20240125 00:00,103498.81
20240125 00:30,101402.08
20240125 01:00,113613.89
20240125 01:30,117083.76
20240125 02:00,118975.97
20240125 02:30,119096.08
20240125 03:00,117897.08
20240125 03:30,114510.63
20240125 04:00,110221.93
20240125 04:30,104737.95
20240125 05:00,101430.56
20240125 05:30,100537.12
20240125 06:00,100831.6
20240125 06:30,103908.7
20240125 07:00,87815.14
20240125 07:30,71913.3
20240125 08:00,61421.92
20240125 08:30,57070.66
20240125 09:00,55056.69
20240125 09:30,52242.55
20240125 10:00,49705.25
20240125 10:30,47257.99
20240125 11:00,45215.71
20240125 11:30,43313.02
20240125 12:00,41896.83
20240125 12:30,38765.73
20240125 13:00,36791.29
20240125 13:30,33815.89
20240125 14:00,31087
20240125 14:30,29118.23
20240125 15:00,27492.96
20240125 15:30,28621.27
20240125 16:00,35160.33
20240125 16:30,48709.46
20240125 17:00,61810.62
20240125 17:30,70855.12
20240125 18:00,78372.4
20240125 18:30,84301.52
20240125 19:00,88671.62
20240125 19:30,91901.44
20240125 20:00,95379.06
20240125 20:30,97927.39
20240125 21:00,99353.52
20240125 21:30,98626.56
20240125 22:00,96116.82
20240125 22:30,92125.85
20240125 23:00,102685.17
20240125 23:30,104426.12
20240126 00:00,104533.02
20240126 00:30,103028.59
20240126 01:00,115314.32
20240126 01:30,118382.06
20240126 02:00,120012.95
20240126 02:30,119870.56
20240126 03:00,118596.7
20240126 03:30,115293.7
20240126 04:00,111588.16
20240126 04:30,106837.61
20240126 05:00,104039.27
20240126 05:30,103781.78
20240126 06:00,104513.73
20240126 06:30,107988.06
20240126 07:00,91212.68
20240126 07:30,75380.66
20240126 08:00,64054.53
20240126 08:30,58756.57
20240126 09:00,56149.86
20240126 09:30,52639.44
20240126 10:00,49250.78
20240126 10:30,46442.45
20240126 11:00,44316.97
20240126 11:30,42821.16
20240126 12:00,40720.63
20240126 12:30,37738.19
20240126 13:00,34707.02
20240126 13:30,32450.83
20240126 14:00,29824.06
20240126 14:30,27063.48
20240126 15:00,25737.6
20240126 15:30,26682.98
20240126 16:00,32890.94
20240126 16:30,46281.31
20240126 17:00,58727.18
20240126 17:30,66987.78
20240126 18:00,73846.16
20240126 18:30,79124.92
20240126 19:00,83201.44
20240126 19:30,86045.78
20240126 20:00,89076.35
20240126 20:30,91834.98
20240126 21:00,93228.41
20240126 21:30,92972.07
20240126 22:00,91187.02
20240126 22:30,88331.37
20240126 23:00,98755.67
20240126 23:30,100160.23
20240127 00:00,99382.63
20240127 00:30,97192.97
20240127 01:00,108174.58
20240127 01:30,110861.83
20240127 02:00,112377.6
20240127 02:30,112449.59
20240127 03:00,111800.54
20240127 03:30,109102.1
20240127 04:00,105530.45
20240127 04:30,100321.95
20240127 05:00,93782.81
20240127 05:30,87536.71
20240127 06:00,82144.94
20240127 06:30,81647.17
20240127 07:00,69520.05
20240127 07:30,63388.96
20240127 08:00,60293.7
20240127 08:30,59224.99
20240127 09:00,59688.4
20240127 09:30,59355.12
20240127 10:00,56003.36
20240127 10:30,53865.82
20240127 11:00,52730.47
20240127 11:30,50009.3
20240127 12:00,46576.11
20240127 12:30,45276.54
20240127 13:00,42558.21
20240127 13:30,37651.5
20240127 14:00,35170.73
20240127 14:30,33685.78
20240127 15:00,34697.98
20240127 15:30,35365.66
20240127 16:00,40985.23
20240127 16:30,49175.52
20240127 17:00,59943.99
20240127 17:30,67506.27
20240127 18:00,72759.34
20240127 18:30,76224.02
20240127 19:00,78492.04
20240127 19:30,80317.61
20240127 20:00,82685.74
20240127 20:30,84693.23
20240127 21:00,86254.06
20240127 21:30,85817.31
20240127 22:00,84084.64
20240127 22:30,81405.37
20240127 23:00,91890.19
20240127 23:30,93374.66
20240128 00:00,92938.72
20240128 00:30,90975.49
20240128 01:00,102787.56
20240128 01:30,106804.3
20240128 02:00,109617.38
20240128 02:30,110228.73
20240128 03:00,109394.17
20240128 03:30,106322.25
20240128 04:00,102251.84
20240128 04:30,96199.89
20240128 05:00,88478.43
20240128 05:30,80747.74
20240128 06:00,73393.46
20240128 06:30,71664.99
20240128 07:00,64915.18
20240128 07:30,66424.11
20240128 08:00,67858.75
20240128 08:30,68776.91
20240128 09:00,70846.15
20240128 09:30,66168.23
20240128 10:00,64658.07
20240128 10:30,65090.65
20240128 11:00,63401.87
20240128 11:30,64788.77
20240128 12:00,61845.47
20240128 12:30,57723.77
20240128 13:00,56744.95
20240128 13:30,50468.56
20240128 14:00,48083.37
20240128 14:30,48794.48
20240128 15:00,48045.25
20240128 15:30,46522.65
20240128 16:00,49286.38
20240128 16:30,60938.12
20240128 17:00,72769.5
20240128 17:30,81369.83
20240128 18:00,86680.41
20240128 18:30,88959.05
20240128 19:00,90383.57
20240128 19:30,91765.98
20240128 20:00,93349.85
20240128 20:30,94405.38
20240128 21:00,94563.69
20240128 21:30,91947.75
20240128 22:00,88236.82
20240128 22:30,83580.19
20240128 23:00,92103.01
20240128 23:30,92728.74
20240129 00:00,92139.28
20240129 00:30,90642.37
20240129 01:00,102918.9
20240129 01:30,106851.44
20240129 02:00,110007.93
20240129 02:30,111364.41
20240129 03:00,111351.14
20240129 03:30,109548.57
20240129 04:00,107433.04
20240129 04:30,104303.16
20240129 05:00,101394.44
20240129 05:30,99030.59
20240129 06:00,97512.71
20240129 06:30,98808.34
20240129 07:00,80822.37
20240129 07:30,66614.87
20240129 08:00,57378.39
20240129 08:30,53573.57
20240129 09:00,51706.24
20240129 09:30,49669.85
20240129 10:00,47275.25
20240129 10:30,44796.2
20240129 11:00,42836.58
20240129 11:30,41594.28
20240129 12:00,40095.26
20240129 12:30,36108.4
20240129 13:00,34095.88
20240129 13:30,31252.49
20240129 14:00,29188.76
20240129 14:30,26777.35
20240129 15:00,25905.14
20240129 15:30,26875.33
20240129 16:00,33852.49
20240129 16:30,45612.76
20240129 17:00,57709.1
20240129 17:30,66538.93
20240129 18:00,73498.83
20240129 18:30,78620.43
20240129 19:00,82352.18
20240129 19:30,84745.42
20240129 20:00,86558.65
20240129 20:30,87642
20240129 21:00,87331.9
20240129 21:30,85071.36
20240129 22:00,81865.3
20240129 22:30,78083.01
20240129 23:00,85387.36
20240129 23:30,84726.61
20240130 00:00,82687.28
20240130 00:30,80056.79
20240130 01:00,90745.51
20240130 01:30,95046.17
20240130 02:00,98652.55
20240130 02:30,101377.05
20240130 03:00,103634.6
20240130 03:30,103988.97
20240130 04:00,104062.82
20240130 04:30,102700.98
20240130 05:00,100657.9
20240130 05:30,97849.77
20240130 06:00,94412.44
20240130 06:30,93272.98
20240130 07:00,74781.7
20240130 07:30,61197.52
20240130 08:00,53110.9
20240130 08:30,49851.99
20240130 09:00,49008.34
20240130 09:30,47305.91
20240130 10:00,45076.86
20240130 10:30,42871.83
20240130 11:00,41017.08
20240130 11:30,39435.97
20240130 12:00,37354.93
20240130 12:30,34746.94
20240130 13:00,32321.9
20240130 13:30,30126.63
20240130 14:00,27489.53
20240130 14:30,25591.14
20240130 15:00,24722
20240130 15:30,24706.66
20240130 16:00,32209.5
20240130 16:30,42033.36
20240130 17:00,53195.42
20240130 17:30,61494.32
20240130 18:00,67836.88
20240130 18:30,72728.31
20240130 19:00,76534.51
20240130 19:30,79084.84
20240130 20:00,81648.58
20240130 20:30,83769.2
20240130 21:00,84993.6
20240130 21:30,83928.48
20240130 22:00,81700.09
20240130 22:30,78509.76
20240130 23:00,87612.36
20240130 23:30,88365.05
20240131 00:00,87824.84
20240131 00:30,86191.59
20240131 01:00,97980.88
20240131 01:30,102346.26
20240131 02:00,105573.89
20240131 02:30,107225.94
20240131 03:00,107523.83
20240131 03:30,105961.97
20240131 04:00,104112.36
20240131 04:30,100801.13
20240131 05:00,97881.04
20240131 05:30,95231.99
20240131 06:00,92922.12
20240131 06:30,93511.24
20240131 07:00,78489.64
20240131 07:30,68546.77
20240131 08:00,55543.33
20240131 08:30,51280.15
20240131 09:00,49473.76
20240131 09:30,47607.6
20240131 10:00,44736.15
20240131 10:30,42657.05
20240131 11:00,40588.92
20240131 11:30,39382.98
20240131 12:00,37926.81
20240131 12:30,34524.7
20240131 13:00,32109.97
20240131 13:30,28683.69
20240131 14:00,27251.13
20240131 14:30,24224.04
20240131 15:00,24458.51
20240131 15:30,23147.67
20240131 16:00,29290.24
20240131 16:30,39650.48
20240131 17:00,49878.79
20240131 17:30,56785.05
20240131 18:00,61698.4
20240131 18:30,65205.96
20240131 19:00,67410.26
20240131 19:30,68486.03
20240131 20:00,69451.42
20240131 20:30,70190.88
20240131 21:00,69800.88
20240131 21:30,67839.06
20240131 22:00,65342.42
20240131 22:30,62414.55
20240131 23:00,70947.36
20240131 23:30,70440.78
20240201 00:00,68353.47
20240201 00:30,64996.5
20240201 01:00,75346.76
20240201 01:30,79087.95
20240201 02:00,82171.17
20240201 02:30,85492.81
20240201 03:00,87822.42
20240201 03:30,88302.74
20240201 04:00,88626.12
20240201 04:30,87267.3
20240201 05:00,84206.01
20240201 05:30,79673.14
20240201 06:00,73936.08
20240201 06:30,70603.69
20240201 07:00,55497.64
20240201 07:30,46398.98
20240201 08:00,39487.39
20240201 08:30,37219.81
20240201 09:00,40061.43
20240201 09:30,42795.44
20240201 10:00,44626.86
20240201 10:30,43058.65
20240201 11:00,46064.14
20240201 11:30,46568.99
20240201 12:00,43943.68
20240201 12:30,44754.01
20240201 13:00,43788.88
20240201 13:30,41581.6
20240201 14:00,36101.17
20240201 14:30,31421.66
20240201 15:00,25319.23
20240201 15:30,28537.45
20240201 16:00,32006.46
20240201 16:30,41044.05
20240201 17:00,50243.29
20240201 17:30,57666.29
20240201 18:00,63624.24
20240201 18:30,68347.64
20240201 19:00,71642.63
20240201 19:30,73963.01
20240201 20:00,76378.63
20240201 20:30,78255
20240201 21:00,78715.56
20240201 21:30,77699.05
20240201 22:00,75979.46
20240201 22:30,73116.57
20240201 23:00,81963.2
20240201 23:30,81868.93
20240202 00:00,80009.52
20240202 00:30,77273.38
20240202 01:00,88195.36
20240202 01:30,93367.05
20240202 02:00,97397.02
20240202 02:30,100755.86
20240202 03:00,103120.51
20240202 03:30,103044.61
20240202 04:00,102479.69
20240202 04:30,100164.52
20240202 05:00,97052.94
20240202 05:30,92977.29
20240202 06:00,88924.15
20240202 06:30,87888.78
20240202 07:00,76932.99
20240202 07:30,72108.07
20240202 08:00,65255.2
20240202 08:30,59770.78
20240202 09:00,56096.46
20240202 09:30,54055.45
20240202 10:00,52751.61
20240202 10:30,52167.03
20240202 11:00,53614.69
20240202 11:30,53025.7
20240202 12:00,51118.08
20240202 12:30,49438.02
20240202 13:00,49432.4
20240202 13:30,48250.58
20240202 14:00,46903.95
20240202 14:30,48038.16
20240202 15:00,50701.7
20240202 15:30,54422.07
20240202 16:00,56990.23
20240202 16:30,63394.47
20240202 17:00,73277.07
20240202 17:30,80580.93
20240202 18:00,86028.62
20240202 18:30,89645.52
20240202 19:00,91877.06
20240202 19:30,93069.74
20240202 20:00,94105.64
20240202 20:30,95010.15
20240202 21:00,94861.68
20240202 21:30,92955.58
20240202 22:00,90109.17
20240202 22:30,86560.26
20240202 23:00,94212.03
20240202 23:30,93999.83
20240203 00:00,92007.47
20240203 00:30,89246.09
20240203 01:00,99667
20240203 01:30,103317.4
20240203 02:00,106054.98
20240203 02:30,107576.99
20240203 03:00,108932.06
20240203 03:30,108284.32
20240203 04:00,107232.67
20240203 04:30,103677.39
20240203 05:00,97921.41
20240203 05:30,90854.69
20240203 06:00,82995.79
20240203 06:30,80449.86
20240203 07:00,67943
20240203 07:30,62362.09
20240203 08:00,61439.69
20240203 08:30,62460.51
20240203 09:00,62359.68
20240203 09:30,60133.5
20240203 10:00,56926.47
20240203 10:30,54867.07
20240203 11:00,52995.26
20240203 11:30,50903.74
20240203 12:00,48302.61
20240203 12:30,44867.06
20240203 13:00,40057.03
20240203 13:30,36890.2
20240203 14:00,33811.62
20240203 14:30,31456.46
20240203 15:00,30708.04
20240203 15:30,34567.91
20240203 16:00,38342.21
20240203 16:30,46671.11
20240203 17:00,58380.3
20240203 17:30,65931.25
20240203 18:00,70965.66
20240203 18:30,74108.64
20240203 19:00,76329.79
20240203 19:30,77878.54
20240203 20:00,79694.47
20240203 20:30,80868.66
20240203 21:00,81418.87
20240203 21:30,80594.68
20240203 22:00,78248.72
20240203 22:30,75850.18
20240203 23:00,84596.52
20240203 23:30,84382.15
20240204 00:00,82084.3
20240204 00:30,78790.51
20240204 01:00,89003.86
20240204 01:30,93246.26
20240204 02:00,97365.49
20240204 02:30,100649.4
20240204 03:00,102664.84
20240204 03:30,103159.85
20240204 04:00,103879.73
20240204 04:30,101721.47
20240204 05:00,95674.6
20240204 05:30,87057.92
20240204 06:00,76553.98
20240204 06:30,71074.56
20240204 07:00,63275.97
20240204 07:30,67208.74
20240204 08:00,70272.54
20240204 08:30,71627.83
20240204 09:00,72929.92
20240204 09:30,70990.71
20240204 10:00,68607.92
20240204 10:30,68308.17
20240204 11:00,68483.96
20240204 11:30,68769.45
20240204 12:00,68185.9
20240204 12:30,66235.06
20240204 13:00,63605.53
20240204 13:30,62587.44
20240204 14:00,60256.09
20240204 14:30,58588.04
20240204 15:00,59177.03
20240204 15:30,62289.63
20240204 16:00,67020.12
20240204 16:30,72927.75
20240204 17:00,82647.51
20240204 17:30,90196.78
20240204 18:00,94717.18
20240204 18:30,96777.09
20240204 19:00,97549.95
20240204 19:30,97455.17
20240204 20:00,98033.92
20240204 20:30,97818.56
20240204 21:00,97766.41
20240204 21:30,94979.02
20240204 22:00,90900.37
20240204 22:30,85916.18
20240204 23:00,94315.58
20240204 23:30,94353.51
20240205 00:00,92437.34
20240205 00:30,89533.93
20240205 01:00,100351.51
20240205 01:30,103299.04
20240205 02:00,106227.66
20240205 02:30,108663.51
20240205 03:00,110399.18
20240205 03:30,109408.96
20240205 04:00,107888.95
20240205 04:30,105061.45
20240205 05:00,101956.25
20240205 05:30,98640.07
20240205 06:00,94711.82
20240205 06:30,94197.53
20240205 07:00,83951.44
20240205 07:30,80757.86
20240205 08:00,71909.09
20240205 08:30,65499.63
20240205 09:00,62942.24
20240205 09:30,61076.25
20240205 10:00,60638.74
20240205 10:30,60679.61
20240205 11:00,63454.73
20240205 11:30,68031.65
20240205 12:00,73288.92
20240205 12:30,74073.26
20240205 13:00,78047.55
20240205 13:30,79553.7
20240205 14:00,80947.78
20240205 14:30,83587.42
20240205 15:00,87766.24
20240205 15:30,91841.66
20240205 16:00,96648.84
20240205 16:30,105418.27
20240205 17:00,116972.9
20240205 17:30,125236.92
20240205 18:00,131196.29
20240205 18:30,133798.87
20240205 19:00,134289.94
20240205 19:30,133267.21
20240205 20:00,133653.9
20240205 20:30,132877.76
20240205 21:00,130511.31
20240205 21:30,125524.08
20240205 22:00,119541.64
20240205 22:30,112664.43
20240205 23:00,120554.17
20240205 23:30,119428.56
20240206 00:00,116957.48
20240206 00:30,112750.21
20240206 01:00,122951.38
20240206 01:30,123856.56
20240206 02:00,124580.05
20240206 02:30,123267.44
20240206 03:00,121141.46
20240206 03:30,117685.99
20240206 04:00,114448.02
20240206 04:30,110269.14
20240206 05:00,106737.77
20240206 05:30,104279.6
20240206 06:00,101124.72
20240206 06:30,102218.06
20240206 07:00,92030.3
20240206 07:30,88383.21
20240206 08:00,83935.89
20240206 08:30,81630.13
20240206 09:00,79195.08
20240206 09:30,76571.95
20240206 10:00,73498.68
20240206 10:30,69726.04
20240206 11:00,68795.43
20240206 11:30,69193.98
20240206 12:00,69964.29
20240206 12:30,67319.23
20240206 13:00,65325.44
20240206 13:30,62517.72
20240206 14:00,62076.1
20240206 14:30,59628.03
20240206 15:00,59213.65
20240206 15:30,62764.32
20240206 16:00,68491.26
20240206 16:30,75546.16
20240206 17:00,86537.41
20240206 17:30,94863.08
20240206 18:00,100656.46
20240206 18:30,104055.68
20240206 19:00,105894.4
20240206 19:30,106754.66
20240206 20:00,107481.96
20240206 20:30,107846.36
20240206 21:00,106784.01
20240206 21:30,103562.48
20240206 22:00,99170.89
20240206 22:30,93685.28
20240206 23:00,101661.73
20240206 23:30,101398.93
20240207 00:00,100154.62
20240207 00:30,98256
20240207 01:00,110196.28
20240207 01:30,112858.3
20240207 02:00,114574.33
20240207 02:30,115090.07
20240207 03:00,114699.5
20240207 03:30,112642.21
20240207 04:00,110852.64
20240207 04:30,108196.59
20240207 05:00,106107.53
20240207 05:30,104303.82
20240207 06:00,101899.29
20240207 06:30,102794.61
20240207 07:00,87672.54
20240207 07:30,74549.59
20240207 08:00,61289.1
20240207 08:30,52943.53
20240207 09:00,51668.15
20240207 09:30,44852.89
20240207 10:00,40648.55
20240207 10:30,39996.83
20240207 11:00,39388.01
20240207 11:30,37709.14
20240207 12:00,32927.67
20240207 12:30,34662.95
20240207 13:00,33549.78
20240207 13:30,31353.97
20240207 14:00,30612.75
20240207 14:30,28303.12
20240207 15:00,29695.47
20240207 15:30,32243.37
20240207 16:00,36247.1
20240207 16:30,46247.46
20240207 17:00,59758.12
20240207 17:30,69898.39
20240207 18:00,77451.77
20240207 18:30,83261.92
20240207 19:00,87315.9
20240207 19:30,90411.6
20240207 20:00,93322.07
20240207 20:30,95711.82
20240207 21:00,97070.34
20240207 21:30,95631.7
20240207 22:00,93139.35
20240207 22:30,89387.45
20240207 23:00,99993.11
20240207 23:30,101563.57
20240208 00:00,101352.16
20240208 00:30,99405.4
20240208 01:00,111649.76
20240208 01:30,114325.63
20240208 02:00,115656.33
20240208 02:30,115585.07
20240208 03:00,114513.93
20240208 03:30,111419.4
20240208 04:00,108330.17
20240208 04:30,104431.46
20240208 05:00,101385.16
20240208 05:30,99573.78
20240208 06:00,98042.75
20240208 06:30,99179.53
20240208 07:00,83300.85
20240208 07:30,73819.74
20240208 08:00,65473.75
20240208 08:30,59495.54
20240208 09:00,57924.13
20240208 09:30,55168.37
20240208 10:00,48217.7
20240208 10:30,47018.76
20240208 11:00,44994.6
20240208 11:30,43274.74
20240208 12:00,36266.96
20240208 12:30,32336.98
20240208 13:00,29309.24
20240208 13:30,32114.87
20240208 14:00,31128.76
20240208 14:30,29510.18
20240208 15:00,27918.41
20240208 15:30,28907.11
20240208 16:00,34317.88
20240208 16:30,44203.13
20240208 17:00,56914.18
20240208 17:30,66364.07
20240208 18:00,73289.09
20240208 18:30,79037.21
20240208 19:00,82954.85
20240208 19:30,85613.18
20240208 20:00,88047.02
20240208 20:30,90383.58
20240208 21:00,91526.09
20240208 21:30,90583.8
20240208 22:00,87842.7
20240208 22:30,84157.53
20240208 23:00,92912.33
20240208 23:30,93269.47
20240209 00:00,92238.95
20240209 00:30,90269.42
20240209 01:00,101943.99
20240209 01:30,105999.34
20240209 02:00,108685.9
20240209 02:30,109786.14
20240209 03:00,110164.49
20240209 03:30,108598.86
20240209 04:00,106721.62
20240209 04:30,103445.17
20240209 05:00,100416.98
20240209 05:30,97819.35
20240209 06:00,95759.64
20240209 06:30,96342.01
20240209 07:00,80281.35
20240209 07:30,70183.73
20240209 08:00,61699.62
20240209 08:30,54891.94
20240209 09:00,54366.58
20240209 09:30,51422.36
20240209 10:00,47110.92
20240209 10:30,44769.12
20240209 11:00,44621.67
20240209 11:30,44241.52
20240209 12:00,41534.82
20240209 12:30,39567.5
20240209 13:00,36487.34
20240209 13:30,33893.45
20240209 14:00,30882.43
20240209 14:30,29666.8
20240209 15:00,31662.4
20240209 15:30,32940.55
20240209 16:00,37426.68
20240209 16:30,45020.04
20240209 17:00,56254.52
20240209 17:30,64031.61
20240209 18:00,70094.14
20240209 18:30,74455.81
20240209 19:00,77690.94
20240209 19:30,79864.2
20240209 20:00,82253.68
20240209 20:30,84259
20240209 21:00,85055.25
20240209 21:30,84122.46
20240209 22:00,82296.83
20240209 22:30,80175.63
20240209 23:00,89673.74
20240209 23:30,90642.6
20240210 00:00,90274.37
20240210 00:30,88626.72
20240210 01:00,100146.66
20240210 01:30,104258.59
20240210 02:00,106953.76
20240210 02:30,108309.3
20240210 03:00,108912.68
20240210 03:30,107541.56
20240210 04:00,105334.2
20240210 04:30,101005.72
20240210 05:00,95342.29
20240210 05:30,88839.14
20240210 06:00,81758.75
20240210 06:30,79263.55
20240210 07:00,65171.91
20240210 07:30,61344.17
20240210 08:00,59361.3
20240210 08:30,57541.31
20240210 09:00,56325.65
20240210 09:30,53367.23
20240210 10:00,53805.45
20240210 10:30,54517.75
20240210 11:00,52624.23
20240210 11:30,51087.33
20240210 12:00,47490.2
20240210 12:30,45142.53
20240210 13:00,42075.27
20240210 13:30,39089.92
20240210 14:00,36955.04
20240210 14:30,34087.29
20240210 15:00,30963.69
20240210 15:30,30249.58
20240210 16:00,31199.21
20240210 16:30,40209.79
20240210 17:00,53415.95
20240210 17:30,62187.4
20240210 18:00,67634.8
20240210 18:30,71302.12
20240210 19:00,73794.91
20240210 19:30,75667.13
20240210 20:00,77659.44
20240210 20:30,79113.94
20240210 21:00,80241.41
20240210 21:30,79510.66
20240210 22:00,78050.8
20240210 22:30,75597.05
20240210 23:00,85334.74
20240210 23:30,86405.6
20240211 00:00,86091.91
20240211 00:30,84591.63
20240211 01:00,96398.83
20240211 01:30,101057.14
20240211 02:00,104496.64
20240211 02:30,106607.68
20240211 03:00,107656.48
20240211 03:30,106408.31
20240211 04:00,104076.74
20240211 04:30,99714.34
20240211 05:00,93268.31
20240211 05:30,85399.01
20240211 06:00,76685.02
20240211 06:30,72125.15
20240211 07:00,57928.3
20240211 07:30,55656.55
20240211 08:00,57613.98
20240211 08:30,61734.3
20240211 09:00,62019.17
20240211 09:30,56911.63
20240211 10:00,57339.51
20240211 10:30,53573.7
20240211 11:00,55967.39
20240211 11:30,48433.17
20240211 12:00,48661.9
20240211 12:30,44456.95
20240211 13:00,42254.52
20240211 13:30,42543.5
20240211 14:00,43534.69
20240211 14:30,43650.59
20240211 15:00,43433.54
20240211 15:30,43539.58
20240211 16:00,46027.52
20240211 16:30,53436.73
20240211 17:00,63533.1
20240211 17:30,71090.05
20240211 18:00,75940.3
20240211 18:30,78390.87
20240211 19:00,79806.14
20240211 19:30,80878.04
20240211 20:00,82321.54
20240211 20:30,83257.07
20240211 21:00,83827.16
20240211 21:30,82631.08
20240211 22:00,80230.85
20240211 22:30,77191.87
20240211 23:00,86154.54
20240211 23:30,87474.44
20240212 00:00,87173.44
20240212 00:30,85927.57
20240212 01:00,97562.15
20240212 01:30,101286.25
20240212 02:00,103533.2
20240212 02:30,104725.64
20240212 03:00,105375.25
20240212 03:30,103944
20240212 04:00,101827.35
20240212 04:30,97929.61
20240212 05:00,92247.02
20240212 05:30,85490.64
20240212 06:00,77327.72
20240212 06:30,73497.25
20240212 07:00,58706.6
20240212 07:30,56707.07
20240212 08:00,57982.88
20240212 08:30,59301.21
20240212 09:00,61418.02
20240212 09:30,60522.62
20240212 10:00,57969.21
20240212 10:30,55637.7
20240212 11:00,53725.49
20240212 11:30,51994.9
20240212 12:00,49918.55
20240212 12:30,46227.7
20240212 13:00,43394.71
20240212 13:30,40641
20240212 14:00,37663.39
20240212 14:30,34734.24
20240212 15:00,30937.35
20240212 15:30,29374.38
20240212 16:00,32168.41
20240212 16:30,40755.82
20240212 17:00,55363.97
20240212 17:30,64977.41
20240212 18:00,71273.24
20240212 18:30,75164.46
20240212 19:00,77781.99
20240212 19:30,79677.45
20240212 20:00,81827.72
20240212 20:30,83649.06
20240212 21:00,84857.89
20240212 21:30,83523.58
20240212 22:00,80910.34
20240212 22:30,77587.54
20240212 23:00,87346.61
20240212 23:30,88652.06
20240213 00:00,88632.09
20240213 00:30,87260.54
20240213 01:00,99417.33
20240213 01:30,103617.21
20240213 02:00,106297.46
20240213 02:30,107624.73
20240213 03:00,107752.78
20240213 03:30,106005.63
20240213 04:00,104167.22
20240213 04:30,100744.46
20240213 05:00,97858.23
20240213 05:30,95152.01
20240213 06:00,93012.39
20240213 06:30,91620.55
20240213 07:00,70889.94
20240213 07:30,59908.63
20240213 08:00,54591.36
20240213 08:30,52188.92
20240213 09:00,50279.52
20240213 09:30,47573.72
20240213 10:00,44859.02
20240213 10:30,42605.03
20240213 11:00,39948.36
20240213 11:30,38674.03
20240213 12:00,37198.36
20240213 12:30,34560.36
20240213 13:00,32131.96
20240213 13:30,30319.56
20240213 14:00,27943.5
20240213 14:30,25775.31
20240213 15:00,23286.76
20240213 15:30,22405.79
20240213 16:00,24122.68
20240213 16:30,32084.22
20240213 17:00,45445.31
20240213 17:30,53753.07
20240213 18:00,59533.6
20240213 18:30,64025.92
20240213 19:00,66769.99
20240213 19:30,68503.2
20240213 20:00,70472.29
20240213 20:30,71783.63
20240213 21:00,72670.2
20240213 21:30,71735.9
20240213 22:00,69774.58
20240213 22:30,67062.68
20240213 23:00,75566.12
20240213 23:30,75190.67
20240214 00:00,73262.28
20240214 00:30,70571.76
20240214 01:00,81708.47
20240214 01:30,86861.83
20240214 02:00,90976.16
20240214 02:30,94868.35
20240214 03:00,97888.57
20240214 03:30,99111.04
20240214 04:00,99702.96
20240214 04:30,98853.49
20240214 05:00,96996.71
20240214 05:30,93883.31
20240214 06:00,89235.5
20240214 06:30,83522.7
20240214 07:00,61198.05
20240214 07:30,51600.94
20240214 08:00,48493.55
20240214 08:30,47694.68
20240214 09:00,47461.53
20240214 09:30,45360.88
